"unigram","bigram","trigram","quadgram","freq"
"just","trying","to","keep",2
"just","trying","to","make",2
"just","up","the","road",2
"just","voted","for","for",2
"just","waiting","for","my",2
"just","want","all","of",2
"just","want","it","to",2
"just","want","to","make",2
"just","want","to","rip",2
"just","want","to","tell",2
"just","want","you","to",2
"just","wanted","to","be",2
"just","wanted","to","go",2
"just","went","to","sleep",2
"just","what","i","do",2
"just","what","i","needed",2
"just","when","i","think",2
"just","woke","up","lol",2
"just","wondering","if","you",2
"just","write","i","want",2
"justice","that","“move","away",2
"justin","bieber","as","i",2
"kanye","west","song","theraflu",2
"keep","food","on","the",2
"keep","her","in","my",2
"keep","in","touch","will",2
"keep","it","in","the",2
"keep","it","on","the",2
"keep","me","in","check",2
"keep","my","eyes","open",2
"keep","my","fingers","crossed",2
"keep","seeing","all","these",2
"keep","the","body","in",2
"keep","this","in","mind",2
"keep","trying","you","will",2
"keep","up","with","my",2
"keep","you","in","the",2
"keep","you","posted","on",2
"keep","your","eyes","peeled",2
"keeping","up","with","my",2
"keeps","the","doctor","away",2
"kick","off","your","weekend",2
"kick","out","of","the",2
"kids","and","i","can",2
"kids","are","in","bed",2
"kids","thought","it","was",2
"kids","to","get","back",2
"killed","it","last","night",2
"kim","muir","challenge","cup",2
"kind","of","hard","to",2
"kind","of","like","if",2
"kind","of","person","who",2
"kind","of","you","to",2
"kiss","me","i","m",2
"knew","he","would","be",2
"knew","what","i","was",2
"knew","what","she","was",2
"knew","what","to","expect",2
"knickers","in","a","twist",2
"knight","in","shining","armor",2
"knocking","at","my","door",2
"knocks","on","the","door",2
"know","a","place","where",2
"know","about","you","guys",2
"know","add","to","that",2
"know","all","too","well",2
"know","anything","about","me",2
"know","anything","about","the",2
"know","as","soon","as",2
"know","each","other","so",2
"know","even","one","life",2
"know","exactly","what","it",2
"know","exactly","what","you",2
"know","full","well","that",2
"know","how","i","am",2
"know","how","i","can",2
"know","how","i","like",2
"know","how","it","feels",2
"know","how","that","goes",2
"know","how","they","feel",2
"know","how","to","change",2
"know","how","to","drive",2
"know","how","to","fake",2
"know","how","to","get",2
"know","how","to","live",2
"know","how","to","play",2
"know","how","to","read",2
"know","how","to","throw",2
"know","i","am","a",2
"know","i","can","get",2
"know","i","m","a",2
"know","i","m","always",2
"know","i","m","going",2
"know","i","m","just",2
"know","i","need","to",2
"know","i","shouldn","t",2
"know","if","i","ve",2
"know","if","i","was",2
"know","if","it","is",2
"know","if","there","is",2
"know","if","we","can",2
"know","if","you","ever",2
"know","it","is","a",2
"know","it","s","in",2
"know","it","s","just",2
"know","it","sucks","i",2
"know","it","was","on",2
"know","it","wasn","t",2
"know","many","of","you",2
"know","one","of","those",2
"know","she","was","the",2
"know","that","he","is",2
"know","that","he","was",2
"know","that","i","love",2
"know","that","it","s",2
"know","that","there","are",2
"know","that","we","ve",2
"know","that","when","i",2
"know","that","when","you",2
"know","that","you","don",2
"know","there","are","a",2
"know","there","s","a",2
"know","they","are","a",2
"know","they","want","to",2
"know","u","don","t",2
"know","we","love","you",2
"know","what","happened","to",2
"know","what","i","am",2
"know","what","i","d",2
"know","what","i","did",2
"know","what","i","like",2
"know","what","is","happening",2
"know","what","it’s","like",2
"know","what","the","problem",2
"know","what","they","say",2
"know","what","to","tell",2
"know","what","to","think",2
"know","what","was","going",2
"know","what","you","are",2
"know","what","you","did",2
"know","what","you","want",2
"know","when","you","do",2
"know","where","i","was",2
"know","where","it","comes",2
"know","where","to","go",2
"know","who","did","it",2
"know","you","ll","be",2
"know","you","need","to",2
"know","you","re","a",2
"know","you","won","t",2
"know","your","number","im",2
"knowing","if","they","were",2
"knowing","that","we","are",2
"knowing","what","it","is",2
"knowing","what","to","do",2
"knows","how","to","use",2
"knows","what","she","s",2
"knows","what","she","wants",2
"könig","ludwig","weißbier","is",2
"la","talk","radio","|",2
"lack","of","a","better",2
"ladies","all","the","single",2
"lady","in","front","of",2
"laid","down","on","the",2
"lame","but","it","s",2
"last","10","minutes","are",2
"last","bit","of","the",2
"last","chance","to","see",2
"last","couple","of","days",2
"last","couple","of","years",2
"last","day","of","classes",2
"last","day","to","get",2
"last","day","to","submit",2
"last","few","days","i",2
"last","game","of","the",2
"last","night","as","i",2
"last","night","i","m",2
"last","night","i","met",2
"last","night","i","was",2
"last","night","in","the",2
"last","night","it","is",2
"last","night","s","ep",2
"last","night","special","thanks",2
"last","night","that","i",2
"last","night","was","the",2
"last","night","we","had",2
"last","night","with","and",2
"last","thing","i","m",2
"last","thing","i","want",2
"last","thing","i","wanted",2
"last","time","and","it",2
"last","time","i","checked",2
"last","time","they","were",2
"last","time","we","see",2
"last","time","we","were",2
"last","week","and","i",2
"last","week","had","a",2
"last","week","it","was",2
"last","week","of","our",2
"last","week","or","so",2
"last","week","was","the",2
"last","weekend","and","they",2
"last","year","for","her",2
"last","year","it","was",2
"latalkradio","com","|","channel",2
"late","than","never","i",2
"late","to","be","what",2
"late","to","the","party",2
"lately","i","ve","been",2
"later","and","it","s",2
"later","in","the","afternoon",2
"later","in","the","year",2
"later","it","s","a",2
"laugh","at","my","pain",2
"laugh","my","ass","off",2
"laughing","so","hard","i",2
"laughter","and","a","sense",2
"law","tip","of","the",2
"lawn","mower","in","los",2
"lay","down","in","my",2
"lay","in","my","bed",2
"layer","on","top","of",2
"lb","bag","of","sugar",2
"lead","singer","of","the",2
"lead","to","feelings","of",2
"leader","not","a","follower",2
"leadership","is","the","art",2
"leading","up","to","this",2
"leads","me","to","a",2
"leads","to","a","huge",2
"learn","from","each","other",2
"learn","from","the","past",2
"learn","from","them","and",2
"learn","how","to","do",2
"learn","how","to","play",2
"learn","how","to","use",2
"learn","more","about","the",2
"learn","more","about","this",2
"learn","more","at","www",2
"learn","something","from","a",2
"learn","something","new","everyday",2
"learn","that","i","was",2
"learn","to","live","with",2
"learned","so","much","about",2
"learning","how","to","use",2
"least","be","able","to",2
"least","i","can","say",2
"least","i","could","do",2
"least","i","don","t",2
"least","that","is","what",2
"least","they","didn","t",2
"least","twice","a","day",2
"leave","a","comment","and",2
"leave","the","faith","because",2
"leave","them","to","the",2
"led","to","the","establishment",2
"lee","jung","jae","and",2
"left","a","comment","on",2
"left","in","the","boil",2
"left","in","the","first",2
"left","it","up","to",2
"left","to","go","to",2
"legal","fiction","/","strawman",2
"less","than","15","minutes",2
"less","than","48","hours",2
"less","than","a","month",2
"less","than","one","week",2
"less","than","two","weeks",2
"less","than","you","deserve",2
"let","her","know","that",2
"let","it","get","to",2
"let","it","happen","to",2
"let","me","be","who",2
"let","me","check","with",2
"let","me","come","over",2
"let","me","follow","you",2
"let","me","get","this",2
"let","me","give","you",2
"let","me","know","so",2
"let","me","know","thanks",2
"let","me","know","that",2
"let","me","know","the",2
"let","me","know","you",2
"let","me","look","at",2
"let","me","tell","ya",2
"let","s","do","a",2
"let","s","focus","on",2
"let","s","get","back",2
"let","s","go","celtics",2
"let","s","go","get",2
"let","s","go","rangers",2
"let","s","go","yankees",2
"let","s","have","a",2
"let","s","hope","the",2
"let","s","keep","in",2
"let","s","let","him",2
"let","s","meet","up",2
"let","s","plan","a",2
"let","s","see","a",2
"let","s","see","it",2
"let","s","set","the",2
"let","s","try","to",2
"let","s","work","together",2
"let","the","day","pass",2
"let","the","record","show",2
"let","the","world","know",2
"let","them","go","to",2
"let","us","fix","our",2
"let","us","have","a",2
"let","us","know","which",2
"let","us","look","at",2
"let","us","make","a",2
"let","us","reason","together",2
"let","us","take","a",2
"let","you","all","know",2
"let","you","in","on",2
"let","you","know","-",2
"let’s","start","with","a",2
"let’s","take","a","look",2
"lets","just","say","that",2
"letting","go","of","the",2
"level","17","mp","cost",2
"level","18","mp","cost",2
"lie","a","cleaner","better",2
"lied","to","by","the",2
"life","and","on","the",2
"life","and","that","s",2
"life","and","the","people",2
"life","as","well","i",2
"life","has","breathed","easier",2
"life","i","had","a",2
"life","i","ve","never",2
"life","in","new","york",2
"life","is","a","gift",2
"life","is","about","to",2
"life","is","like","a",2
"life","is","not","about",2
"life","is","not","just",2
"life","is","worth","living",2
"life","isn","t","about",2
"life","just","a","little",2
"life","on","a","daily",2
"life","on","this","earth",2
"life","s","a","bitch",2
"life","to","the","fullest",2
"life","will","forever","be",2
"light","into","the","camera",2
"lights","to","be","switched",2
"like","a","matter","of",2
"like","a","swift","kick",2
"like","a","writing","desk",2
"like","all","the","others",2
"like","all","the","rest",2
"like","an","idiot","i",2
"like","any","of","the",2
"like","being","able","to",2
"like","going","back","to",2
"like","him","i","don",2
"like","him","i","dont",2
"like","i","am","going",2
"like","i","had","a",2
"like","i","have","a",2
"like","i","havent","tweeted",2
"like","i","like","my",2
"like","i","ll","be",2
"like","i","m","going",2
"like","i","m","on",2
"like","i","m","watching",2
"like","i","need","to",2
"like","i","ve","been",2
"like","i","ve","said",2
"like","i","wanted","to",2
"like","i","was","in",2
"like","i","won","t",2
"like","it","but","i",2
"like","it","has","been",2
"like","it","s","been",2
"like","it","s","going",2
"like","it","to","be",2
"like","it","up","‘em",2
"like","it","was","a",2
"like","it","was","going",2
"like","it","was","the",2
"like","me","you","are",2
"like","my","mom","who",2
"like","one","of","those",2
"like","our","facebook","page",2
"like","she","always","does",2
"like","some","sort","of",2
"like","that","but","it",2
"like","that","i","was",2
"like","that","it","was",2
"like","that","makes","me",2
"like","the","look","of",2
"like","the","people","of",2
"like","the","person","you",2
"like","the","smell","of",2
"like","the","way","it",2
"like","they","re","the",2
"like","this","but","i",2
"like","this","i","wish",2
"like","this","rt","the",2
"like","to","be","one",2
"like","to","believe","that",2
"like","to","call","it",2
"like","to","change","about",2
"like","to","get","out",2
"like","to","hang","out",2
"like","to","hear","from",2
"like","to","hear","more",2
"like","to","keep","my",2
"like","to","know","more",2
"like","to","know","what",2
"like","to","look","into",2
"like","to","meet","up",2
"like","to","say","i",2
"like","to","say","thank",2
"like","to","see","a",2
"like","to","see","on",2
"like","to","see","what",2
"like","to","thank","all",2
"like","us","on","fb",2
"like","who","is","this",2
"like","you","love","guys",2
"like","you","re","a",2
"like","you","re","doing",2
"like","you","to","meet",2
"liked","to","drink","beer",2
"likely","to","be","replaced",2
"likely","to","go","to",2
"limit","yourself","to","just",2
"lincoln","hall","tonight","at",2
"line","when","it","comes",2
"list","of","the","most",2
"listen","to","all","of",2
"listen","to","it","and",2
"listen","to","my","music",2
"listen","to","right","now",2
"listened","to","those","who",2
"listening","to","ed","sheeran",2
"listening","to","that","song",2
"listening","to","the","audio",2
"literary","history","on","may",2
"litigator","and","trade","mark",2
"little","bit","and","i",2
"little","bit","more","about",2
"little","bit","more","of",2
"little","bit","of","both",2
"little","bit","of","heaven",2
"little","boy","in","the",2
"little","corner","of","the",2
"little","men","and","women",2
"little","old","me","that",2
"little","over","a","year",2
"little","over","the","top",2
"little","prayer","for","us",2
"little","smaller","than","the",2
"live","a","life","of",2
"live","a","normal","life",2
"live","and","let","live",2
"live","here","in","the",2
"live","in","the","present",2
"live","my","life","without",2
"live","the","rest","of",2
"live","to","fight","another",2
"live","tweeting","from","the",2
"live","your","life","with",2
"lived","this","is","to",2
"living","in","the","moment",2
"living","the","way","we",2
"ll","admit","it","i",2
"ll","always","miss","it",2
"ll","be","at","the",2
"ll","be","back","in",2
"ll","be","back","tomorrow",2
"ll","be","damned","if",2
"ll","be","hanging","out",2
"ll","be","here","till",2
"ll","be","in","the",2
"ll","be","missing","the",2
"ll","be","ready","for",2
"ll","be","ready","i",2
"ll","be","talking","about",2
"ll","be","the","one",2
"ll","be","there","for",2
